,userId,movieId,Predict_Rating,rating,timestamp
0,1931.0,471.0,3.464583158493042,,
1,1931.0,155.0,3.4392893314361572,,
2,1931.0,138.0,3.417915105819702,,
3,1931.0,472.0,3.406759738922119,,
4,1931.0,823.0,3.402346611022949,,
5,1931.0,127.0,3.38576340675354,,
6,1931.0,12.0,3.368461847305298,,
7,1931.0,108.0,3.3345112800598145,,
8,1931.0,299.0,3.3092117309570312,,
9,1931.0,375.0,3.289119243621826,,
10,13306.0,384.0,4.104836463928223,,
11,13306.0,66.0,4.087569236755371,,
12,13306.0,207.0,4.07275390625,,
13,13306.0,141.0,3.9937987327575684,,
14,13306.0,4.0,3.9446611404418945,,
15,13306.0,844.0,3.8403778076171875,,
16,13306.0,771.0,3.8131484985351562,,
17,13306.0,789.0,3.7878124713897705,,
18,13306.0,173.0,3.7291178703308105,2.5,1468378417.0
19,13306.0,905.0,3.686446189880371,3.0,1468378421.0
20,12190.0,479.0,4.1336870193481445,3.5,1059819997.0
21,12190.0,135.0,4.124538421630859,,
22,12190.0,741.0,4.089576721191406,4.0,1036367622.0
23,12190.0,3.0,3.9492437839508057,2.5,1132694651.0
24,12190.0,154.0,3.8912384510040283,,
25,12190.0,832.0,3.854773759841919,,
26,12190.0,471.0,3.847597122192383,,
27,12190.0,951.0,3.8125734329223633,,
28,12190.0,173.0,3.764035701751709,2.0,1036364873.0
29,12190.0,671.0,3.73028302192688,,
30,6597.0,120.0,3.315835952758789,,
31,6597.0,483.0,3.3063082695007324,5.0,950461891.0
32,6597.0,648.0,3.295231580734253,3.0,950463937.0
33,6597.0,131.0,3.284503698348999,,
34,6597.0,938.0,3.2734034061431885,4.0,949450335.0
35,6597.0,875.0,3.2286112308502197,,
36,6597.0,137.0,3.2027487754821777,,
37,6597.0,326.0,3.191864490509033,,
38,6597.0,948.0,3.1700310707092285,5.0,950462723.0
39,6597.0,733.0,3.1649768352508545,1.0,949440487.0
40,3989.0,138.0,4.532220840454102,,
41,3989.0,331.0,4.499512672424316,,
42,3989.0,832.0,4.485862731933594,,
43,3989.0,855.0,4.475280284881592,,
44,3989.0,847.0,4.469651699066162,,
45,3989.0,799.0,4.39809513092041,,
46,3989.0,497.0,4.262004852294922,,
47,3989.0,708.0,4.192814350128174,,
48,3989.0,692.0,4.115015029907227,,
49,3989.0,398.0,4.066836357116699,,
50,4123.0,741.0,3.8852970600128174,,
51,4123.0,120.0,3.8692660331726074,,
52,4123.0,925.0,3.8169422149658203,,
53,4123.0,935.0,3.8001627922058105,,
