,userId,movieId,rating,prediction
0,10206,1959,5.0,4.110807
1,162085,1959,3.0,2.9284785
2,274030,1959,3.0,5.2263384
3,120711,1959,4.0,4.871804
4,124926,1959,4.0,3.4134047
5,131740,1959,4.5,2.8927705
6,265712,1959,5.0,4.1902595
7,218980,1959,5.0,4.087939
8,72698,1959,2.0,0.9565982
9,276243,1959,4.5,3.98844
10,53218,1959,3.0,2.1664405
11,82750,1959,2.0,3.650604
12,129423,1959,3.0,3.685495
13,99216,1959,5.0,4.012075
14,131082,1959,4.0,4.868629
15,67027,1959,3.5,3.283922
16,266956,1959,4.5,3.4626567
17,261303,1959,2.5,2.6169608
18,97407,1959,3.0,3.1344094
19,199487,1959,2.0,2.389884
20,33563,1959,4.0,3.3349411
21,86528,1959,2.0,1.8961617
22,174448,1959,5.0,4.0677185
23,49659,1959,4.0,5.0508046
24,75348,1959,3.0,3.9570436
25,102031,1959,3.0,3.6224396
26,202922,1959,5.0,4.2462087
27,109904,1959,4.0,2.858391
28,221226,1959,3.0,4.0926185
29,11471,1959,5.0,4.0293827
30,130148,1959,2.0,3.3027024
31,217322,1959,4.0,3.2315762
32,143142,1959,4.0,3.5780473
33,146720,1959,4.0,4.4224405
34,69217,1959,4.0,3.0460358
35,68418,1959,3.0,2.7614498
36,6602,1959,5.0,4.4005494
37,256320,1959,2.0,2.9677618
38,237696,1959,3.0,2.8182986
39,228469,1959,4.0,3.7104328
40,41380,1959,5.0,3.2923708
41,85930,1959,2.0,2.2530155
42,127730,1959,5.0,3.7842298
43,2864,1959,3.5,4.3985295
44,218314,1959,3.5,3.140749
45,53136,1959,3.0,3.2673779
46,168502,1959,4.5,3.4967184
47,101694,1959,3.0,3.1935766
48,244076,1959,4.0,4.7055984
49,86576,1959,4.0,3.5232046
50,232106,1959,3.0,3.014701
51,249716,1959,4.0,3.7634213
52,160506,1959,2.0,3.639228
53,119174,1959,3.0,3.3911836
54,54213,1959,2.0,3.039956
55,101036,1959,3.0,3.7125847
56,149555,1959,2.0,2.7271893
57,200758,1959,4.0,4.551503
58,37840,1959,3.0,4.4067903
59,128400,1959,1.0,3.1747909
60,204720,1959,4.0,3.5639834
61,131381,1959,5.0,4.312648
62,50319,1959,4.0,4.4038315
63,249253,1959,4.0,2.9651663
64,208453,1959,3.0,4.3058686
65,99135,1959,3.0,3.6887057
66,3831,1959,4.0,3.3618805
67,9372,1959,3.0,2.598765
68,12771,1959,5.0,3.106232
69,214018,1959,2.0,3.6992087
70,24728,3997,0.5,1.607018
71,82498,3997,4.0,2.839797
72,237084,3997,1.0,1.9177172
73,642,3997,2.0,2.6672182
74,68405,3997,1.0,-0.15781295
75,194628,3997,3.0,1.8891709
76,86498,3997,1.5,2.2034535
77,15188,3997,3.0,2.5680585
78,141313,3997,3.0,2.6982064
79,231402,3997,2.5,2.5655584
80,239656,3997,1.0,1.7264881
81,266506,3997,5.0,1.0855016
82,145295,3997,1.5,1.5862788
83,82413,3997,3.0,3.6493444
84,3649,3997,1.0,1.7775267
85,156875,3997,1.0,0.71861
86,98790,3997,1.5,2.9845455
87,217424,3997,1.0,2.3198671
88,245437,3997,1.5,1.647264
89,252320,3997,4.0,1.2407948
90,62833,3997,3.0,3.332257
91,255311,3997,4.0,2.4750452
92,170778,3997,4.5,3.1344447
93,50314,3997,1.5,1.6960591
94,175550,3997,2.5,2.1450827
95,245095,3997,2.0,2.0155463
96,192580,3997,3.0,3.0148592
97,119929,3997,1.0,2.2251089
98,45250,3997,3.0,2.7134304
99,278924,7982,4.5,3.9485297
100,119532,7982,4.5,4.394121
101,127511,7982,3.0,3.819882
102,265052,7982,3.0,3.1073484
103,183058,7982,3.0,3.2044744
104,131277,7982,1.5,2.4279962
105,95704,7982,4.0,3.6913419
106,114372,7982,2.5,4.8443327
107,33289,7982,4.0,3.9269538
108,189713,7982,5.0,4.1549706
109,123887,7982,3.0,2.8906326
110,170517,7982,5.0,2.4860728
111,75020,7982,4.0,3.7529814
112,79499,7982,3.5,3.156334
113,23389,7982,3.0,3.1377785
114,269040,7982,5.0,3.51709
115,151711,7982,4.0,3.5586157
116,223211,7982,4.5,3.8402853
117,145518,26425,3.0,2.6342063
118,160718,26425,4.5,2.2561345
119,212917,26425,3.0,3.694053
120,106812,26425,4.0,4.760911
121,55777,26425,3.5,2.333377
122,32871,737,3.0,1.0844429
123,219055,737,5.0,3.2482934
124,91133,737,2.0,4.66037
125,55226,737,2.0,1.6290238
126,99175,737,4.0,3.1869864
127,78172,737,3.0,2.9466283
128,256501,737,3.0,2.4502878
129,252784,737,2.0,2.426403
130,162633,737,1.0,0.9983516
131,207834,737,1.5,0.6178659
132,138044,737,3.0,1.4877559
133,38593,737,1.0,1.8258319
134,205236,737,0.5,2.2029636
135,224587,737,2.0,2.3473113
136,166872,737,1.0,2.6895914
137,21556,737,4.0,2.7913573
138,30698,737,3.0,3.0093822
139,255833,737,1.0,2.2272038
140,19,737,3.0,2.3872678
141,151556,737,3.0,3.1218388
142,211613,737,2.0,1.4007356
143,44031,737,2.0,2.741189
144,8365,737,2.0,2.720606
145,29882,737,2.0,1.8186868
146,250354,737,1.0,1.1244028
147,139143,737,1.0,1.462045
148,105363,737,5.0,0.38450697
149,234662,737,2.0,0.45218185
150,191635,737,3.0,2.7271507
151,216973,737,1.0,0.5192156
152,65272,737,1.5,1.2359738
153,37731,737,3.0,1.6750743
154,211669,737,1.5,1.2163949
155,151018,737,2.0,1.6751868
156,269050,737,3.0,1.9041433
157,272340,737,2.0,1.0714998
158,124387,737,3.0,1.8293681
159,52810,737,1.0,1.072484
160,155734,737,2.0,2.3770323
161,114629,737,1.0,1.7562653
162,153700,737,5.0,3.1853242
163,137306,737,3.0,4.2937284
164,215331,737,3.0,2.1757824
165,78400,858,4.0,3.6810129
166,234320,858,5.0,4.83998
167,24728,858,5.0,3.90418
168,37832,858,4.0,4.5742745
169,101453,858,5.0,4.220082
170,32871,858,5.0,3.9998167
171,223567,858,4.5,3.1783211
172,241131,858,1.0,3.6965287
173,1265,858,5.0,4.6189036
174,262283,858,5.0,4.0869217
175,272612,858,4.5,4.2078276
176,47457,858,5.0,4.9787197
177,177491,858,4.0,3.9616106
178,120711,858,5.0,4.2855964
179,143411,858,4.5,4.196674
180,2035,858,2.0,3.2111084
181,79417,858,5.0,4.173782
182,204423,858,3.0,2.2350137
183,63577,858,4.5,3.7948768
184,139785,858,2.0,2.6545932
185,211094,858,5.0,4.077012
186,218980,858,4.0,5.102292
187,240128,858,5.0,3.5096414
188,31392,858,5.0,4.2403326
189,242725,858,5.0,3.34734
190,60297,858,5.0,4.6701093
191,249823,858,5.0,4.596833
192,63094,858,5.0,4.3232384
193,82800,858,5.0,3.6138434
194,189811,858,5.0,3.8269722
195,225971,858,4.0,3.8530564
196,185100,858,5.0,3.7800837
197,4865,858,5.0,4.0138063
198,68405,858,4.0,4.2904615
199,181353,858,4.0,3.640086
200,266578,858,5.0,4.6920195
201,127105,858,4.5,4.959138
202,150919,858,4.5,4.552207
203,191626,858,5.0,4.78731
204,214684,858,5.0,4.4026427
205,229475,858,4.0,3.1678991
206,119532,858,4.0,4.4325666
207,228039,858,5.0,5.1438065
208,120767,858,5.0,4.869354
209,194628,858,4.0,4.8194933
210,130812,858,5.0,3.9264243
211,131085,858,3.0,3.3398824
212,75529,858,3.0,3.790509
213,147094,858,4.0,4.7036076
214,3252,858,5.0,4.492304
215,127511,858,3.0,4.283165
216,203351,858,2.0,2.9209797
217,61510,858,4.0,4.297927
218,87385,858,4.5,4.9557304
219,281630,858,4.0,4.0898585
220,43310,858,5.0,4.550555
221,276939,858,5.0,3.920102
222,86774,858,4.0,0.9444238
223,183413,858,4.5,4.6379914
224,268597,858,5.0,2.3122466
225,139223,858,5.0,4.3139343
226,199522,858,5.0,5.191605
227,249137,858,5.0,3.4721434
228,37481,858,5.0,4.5768085
229,122813,858,3.5,3.2958097
230,258607,858,4.0,3.408086
231,280356,858,5.0,4.012759
232,738,858,5.0,4.484308
233,70211,858,4.0,4.033015
234,118802,858,3.0,4.035518
235,270009,858,4.0,4.659201
236,281190,858,5.0,4.41028
237,89235,858,5.0,4.5860806
238,90214,858,3.0,4.1138268
239,186610,858,5.0,3.488696
240,200965,858,4.5,4.1843452
241,240089,858,5.0,3.7994695
242,125031,858,5.0,3.8379185
243,195947,858,5.0,3.9136252
244,202428,858,3.5,3.4259644
245,216865,858,4.0,3.6168227
246,17019,858,5.0,4.8481064
247,88119,858,3.5,3.7159438
248,145988,858,5.0,4.1635914
249,232680,858,4.0,4.52554
250,237259,858,4.0,4.014926
251,80439,858,4.0,4.413288
252,27628,858,4.0,3.8291051
253,185680,858,1.5,4.596644
254,37373,858,5.0,4.6171837
255,59840,858,4.5,4.9160104
256,65590,858,5.0,4.6812906
257,73532,858,3.5,3.399435
258,128841,858,5.0,4.688045
259,154460,858,4.0,3.1148503
260,208732,858,3.0,3.8472698
261,70603,858,4.5,4.7578125
262,34756,858,4.5,4.027264
263,143945,858,5.0,3.7172823
264,220451,858,4.0,5.063728
265,116807,858,5.0,5.444683
266,144321,858,2.0,4.8401904
267,227931,858,5.0,4.232964
268,153726,858,5.0,3.764627
269,241099,858,5.0,3.2851737
270,246010,858,1.0,4.6797156
271,123908,858,3.0,4.096526
272,228130,858,4.5,2.5833664
273,3940,858,3.5,3.8785913
274,14954,858,3.0,4.421991
275,126024,858,4.0,4.7563076
276,14580,858,3.0,4.6189623
277,21869,858,4.5,4.61699
278,135149,858,4.0,4.0621467
279,97012,858,4.5,4.7827044
280,115538,858,4.5,4.2264934
281,157787,858,4.5,4.6453824
282,167096,858,3.0,4.71783
283,170109,858,4.0,4.078703
284,139754,858,3.0,3.2047122
285,157012,858,4.0,4.055981
286,107741,858,3.0,4.176347
287,125926,858,5.0,3.8217463
288,210599,858,5.0,4.3599563
289,22255,858,5.0,3.2170842
290,52479,858,5.0,3.7964694
291,119122,858,5.0,5.421377
292,149557,858,5.0,4.4845734
293,155724,858,4.5,2.8562121
294,238355,858,5.0,4.593752
295,8208,858,3.5,3.4998887
296,47828,858,4.0,4.2599325
297,51529,858,5.0,4.0865316
298,89854,858,4.5,4.3729763
299,90517,858,5.0,3.7145534
300,144066,858,5.0,2.67815
301,145790,858,4.0,4.1181736
302,5336,858,5.0,4.3375206
303,62344,858,5.0,4.8817244
304,182688,858,4.0,3.958349
305,57021,858,4.0,4.3648496
306,96654,858,4.5,4.108009
307,117468,858,3.0,3.9390037
308,2536,858,4.5,3.9864216
309,55630,858,5.0,4.2283335
310,90034,858,5.0,4.5750113
311,10562,858,1.0,3.2016373
312,20239,858,1.0,4.0345197
313,125293,858,3.5,3.6320932
314,174448,858,5.0,4.2360907
315,195967,858,3.0,5.276582
316,222281,858,5.0,4.53249
317,243895,858,4.0,4.3697305
318,255998,858,4.5,4.775447
319,91767,858,2.0,4.1093397
320,138044,858,5.0,4.9262896
321,240960,858,4.0,3.9900966
322,273052,858,5.0,4.517555
323,22881,858,1.5,3.2813985
324,132520,858,5.0,3.7159183
325,232197,858,4.0,4.221014
326,273073,858,4.5,3.3916748
327,31950,858,2.5,4.2990303
328,38593,858,4.0,2.96007
329,167568,858,1.0,4.7099104
330,281116,858,4.0,2.9797404
331,130048,858,3.5,4.240354
332,133475,858,5.0,4.4602127
333,143700,858,5.0,4.0989437
334,193327,858,4.0,4.527524
335,255091,858,3.5,4.9135027
336,282512,858,3.0,3.6338034
337,44189,858,5.0,4.7879624
338,72732,858,5.0,5.2091575
339,105989,858,4.0,5.1387653
340,226542,858,5.0,3.6778066
341,67542,858,4.0,3.8916283
342,227778,858,3.0,3.482274
343,198817,858,4.0,4.052867
344,244031,858,5.0,3.6632607
345,48586,858,3.0,4.4380064
346,168166,858,4.0,3.7547297
347,207732,858,4.0,4.6126947
348,150837,858,4.5,4.286035
349,172138,858,5.0,4.361038
350,171763,858,4.0,4.017021
351,216354,858,5.0,4.5782027
352,237380,858,3.0,4.5291038
353,132536,858,3.0,4.0672026
354,190735,858,3.5,3.3675673
355,148185,858,5.0,4.720705
356,160487,858,5.0,4.1843057
357,39780,858,4.5,4.716794
358,120463,858,4.5,4.729012
359,175712,858,5.0,3.901371
360,260492,858,5.0,4.887617
361,166755,858,3.0,3.9513476
362,219661,858,3.5,3.4141855
363,283107,858,4.0,4.523744
364,42152,858,4.0,4.343756
365,43855,858,4.0,3.5740337
366,45508,858,5.0,3.8879473
367,101530,858,5.0,2.0220132
368,133206,858,2.0,3.8498967
369,118512,858,4.0,4.2429986
370,143322,858,2.0,5.9276834
371,242486,858,5.0,4.6570096
372,255833,858,5.0,4.1999555
373,278688,858,3.0,4.050354
374,281877,858,5.0,4.2933617
375,102216,858,3.5,2.9579942
376,85095,858,5.0,4.676654
377,278349,858,4.5,4.105501
378,65777,858,5.0,3.8911555
379,219015,858,3.0,4.2113004
380,222322,858,5.0,4.7628746
381,241113,858,5.0,3.8578756
382,66105,858,4.0,3.8255155
383,161468,858,5.0,5.308197
384,258110,858,3.0,2.4578161
385,32374,858,5.0,4.3994513
386,151498,858,4.0,3.6900012
387,163243,858,4.0,3.7026346
388,199882,858,4.0,4.497012
389,13461,858,4.0,4.568994
390,17630,858,4.0,3.7232456
391,3675,858,5.0,4.731392
392,73723,858,4.5,5.262205
393,76847,858,4.0,4.939777
394,102239,858,5.0,4.758047
395,176532,858,5.0,4.556988
396,10426,858,2.5,2.3662407
397,100494,858,3.0,4.843694
398,204489,858,3.0,4.9867287
399,272882,858,0.5,2.2700324
400,50400,858,5.0,4.04538
401,89835,858,5.0,4.8797493
402,139944,858,5.0,4.646425
403,134208,858,4.0,4.538875
404,156875,858,4.5,4.993266
405,162061,858,5.0,5.0490856
406,216321,858,4.5,4.3637953
407,273636,858,5.0,4.082399
408,115914,858,5.0,3.8816159
409,226396,858,3.0,3.5025961
410,17255,858,5.0,4.2630906
411,63166,858,5.0,3.7382076
412,67701,858,5.0,4.645894
413,117149,858,4.0,4.087462
414,40988,858,4.5,3.7475054
415,57292,858,5.0,4.58027
416,43849,858,5.0,3.4095666
417,118685,858,5.0,3.060432
418,173640,858,3.5,3.647428
419,215522,858,2.5,3.9789941
420,246485,858,5.0,5.179722
421,100433,858,3.5,3.8947084
422,131458,858,5.0,4.526777
423,183551,858,4.5,4.00343
424,234491,858,4.0,4.362454
425,147683,858,5.0,4.6491914
426,164957,858,4.5,3.9328198
427,240180,858,4.0,2.881157
428,25646,858,5.0,4.4326653
429,144999,858,2.5,3.3026583
430,183045,858,5.0,4.019583
431,256564,858,4.0,3.7735553
432,51913,858,5.0,4.0621734
433,64056,858,4.0,3.3669994
434,66942,858,4.5,3.5845914
435,96767,858,4.5,4.282665
436,89456,858,5.0,4.2073007
437,212154,858,4.5,4.025759
438,270657,858,5.0,4.6186814
439,61809,858,4.0,4.0338883
440,101300,858,4.0,4.1383777
441,98165,858,5.0,4.450284
442,130025,858,3.0,2.940635
443,56991,858,5.0,5.0297837
444,91826,858,4.0,3.7859774
445,180209,858,4.0,3.6619306
446,201492,858,4.0,3.8173215
447,205305,858,3.5,3.6850379
448,244096,858,5.0,4.894945
449,80865,858,4.0,3.952816
450,33031,858,5.0,4.971016
451,39206,858,4.5,4.6747704
452,145280,858,4.5,2.8164794
453,154074,858,5.0,5.103094
454,245939,858,5.0,4.3282094
455,76859,858,5.0,4.670609
456,143018,858,4.5,3.8669662
457,281991,858,5.0,4.5007443
